Number,Finnish,English,Examples
0072,jotka,that,"Tomi vihaa ihmisiä, jotka brassailee.
Tom hates people who show off.

Tomi vihaa ihmisiä, jotka mahtailee.
Tom hates people who show off.

Tomi vihaa ihmisiä, jotka leuhkii.
Tom hates people who show off.

Vihaan ihmisiä, jotka etuilevat jonossa.
I hate people that cut in lines.

Kaikki jotka protestoivat, menettivät työnsä.
Anyone who protested, lost his job.

Vihaan ihmisiä, jotka kiusaavat heikompiaan.
I really hate people who pick on people weaker than them.

On ihmisiä jotka pelkäävät hämähäkkejä.
There are people who are afraid of spiders.

Saitko kukat jotka lähetin sinulle?
Did you get the flowers I sent you?

Varo kipinöitä jotka lentävät tulisijasta.
Watch out for the sparks that are flying out of the fireplace!

Poista kaikki viestit, jotka lähetin sinulle.
Delete all the messages I sent you."
0073,siihen,thereto,"Istu siihen.
Sit there.

Siihen kylään.
To the village.

Siihen saakka.
Until then.

Siihen asti.
Until then.

Kykenetkö siihen?
Can you handle that?

Pysähdy siihen.
Stop there.

Liityn siihen!
I will join it!

Pystyt siihen.
You can do it.

Siihen kuluu vuosia.
It takes years.

Siihen menee vuosia.
It takes years."
0074,esimerkiksi,for example,"Antakaa esimerkkejä.
Give examples.

Anna esimerkkejä.
Give examples.

Antakaa esimerkki.
Exemplify.

Anna esimerkki.
Exemplify.

Lisäämme pitkiä esimerkkejä.
We add long examples.

Anna toinen esimerkki.
Give me another example.

Näytä minulle esimerkki.
Show me an example.

Anna minulle esimerkki.
Give me an example.

Seuraa Tomin esimerkkiä.
You should follow Tom's example.

Otetaan Englanti esimerkiksi.
Take England for example."
0075,kuitenkin,however,"Kuitenkin.
Anyway.

Kiitos kuitenkin!
Thank you all the same.

Kiitos kuitenkin.
Thanks anyway.

Sanokaa se kuitenkin!
Say it anyway!

Sano se kuitenkin!
Say it anyway!

Juoksihan hän kuitenkin.
He did run.

Juoksi hän kuitenkin.
He did run.

Hän kuitenkin juoksi.
He did run.

Hän tulee kuitenkin.
He will come after all.

Ovathan ihmiset kuitenkin rehellisiä.
I take it for granted that people are honest."
0076,olin,I was,"Olin levoton.
I felt ill at ease.

Olin alasti.
I was naked.

Olin liikuttunut.
I was moved.

Olin metsä.
I was a forest.

Olin pahoillani.
I was sorry.

Olinko avuksi?
Was I any help?

Olin elokuvissa.
I was at a movie theater.

Olin tunturilla.
I was in the mountains.

Olin vuorella.
I was in the mountains.

Olin ilkosillani.
I was naked."
0077,yksi,one,"Vielä yksi?
One more?

Istuin yksin.
I sat by myself.

Pärjään yksinkin.
I'll be okay by myself.

Tuletko yksin?
Are you coming alone?

Matkustatko yksin?
Are you traveling by yourself?

Asun yksikseni.
I live by myself.

Valitkaa yksi.
Choose one.

Oletko yksin?
Are you alone?

Syön yksin.
I eat alone.

Yksi kerrallaan.
One at a time."
0078,joten,so,"Voinko auttaa jotenkin?
Can I help with something?

Pääsen sinne jotenkin.
I'll get there somehow.

Näytät jotenkin erilaiselta.
You look different somehow.

Vaikutat jotenkin hiljaiselta.
You seem kind of quiet.

Näytät jotenkin masentuneelta.
You look kind of down.

Ymmärrän sen jotenkin.
I sort of understand.

Tomi on jotenkin outo.
Tom is kinda weird.

Pääsen siitä yli jotenkin.
I'll get over it somehow.

Voimmeko kiittää sinua jotenkin?
How can we thank you?

Ajattelen, joten olen olemassa.
I think, therefore I am."
0079,mikä,What,"Mikä?
What?

Mikä skandaali!
What a scandal!

Mikä postinumero?
What is a postal code?

Mikä sivu?
What page?

Mikä kerros?
Which floor is it?

Mikä huolettaa?
What's eating you?

Mikä taulukko?
Which table?

Mikä pöytä?
Which table?

Mikä harmi.
Too bad.

Mikä muisti!
What memory!"
0080,aivan,right,"Aivan!
Indeed!

Aivan.
That's right!

Aivan oikein.
That's right on the money.

Aivan totta!
Indeed!

Aivan oikein!
That's right.

Joo, aivan.
Yes. That's right.

Aivan totta.
You can say that again.

Aivan varmasti!
Definitely!

Aivan niin.
That's true.

Aivan varmasti.
There's no mistake about it."
0081,kaksi,two,"Ottakaa kaksi!
Take two.

Ota kaksi!
Take two.

Kyllä, kaksi.
Yes, two.

Omistan kaksi autoa.
I own two cars.

Tilaan kaksi pitsaa.
I'll order two pizzas.

Vangitsimme kaksi kettua.
We caught two foxes.

Nappasimme kaksi kettua.
We caught two foxes.

Haluan kaksi kissaa.
I want two cats.

Kaksi henkilöä menehtyi.
Two people perished.

Ostin kaksi maitopulloa.
I bought two bottles of milk."
0082,itse,self,"Laulan itsekseni.
I'll sing by myself.

Tanssin itsekseni.
I was dancing by myself.

Petät itseäsi.
You are deceiving yourself.

Tee itse!
Do it yourself.

Häpeän itseäni.
I am ashamed of myself.

Katsokaa itse!
See for yourself.

Katso itse!
See for yourself.

Ajatelkaa itse.
Think for yourself.

Ajattele itse.
Think for yourself.

Kiitos itsellenne!
Never mind!"
0083,usein,often,"Usein luen.
I often read.

Luen usein.
I often read.

Lennätkö usein?
Do you fly frequently?

Tallenna usein.
Save frequently.

Hiihdän usein.
I often ski.

Laskettelen usein.
I often ski.

Matkustan usein.
I often travel.

Olen usein kipeänä.
I get sick a lot.

Ajattelen usein sitä.
I think about it often.

Ajattelen sitä usein.
I think about it often."
0084,kuten,as,"Kuten?
Such as?

Kuten samoin!
Likewise!

Kuten haluat.
As you wish.

Kuten haluatte.
As you wish.

Kuten Allah haluaa.
Mashallah.

Teen kuten pyydät.
I'll do as you ask.

Teen sen kuten haluat.
I'll do that the way you want me to.

Olet myöhässä, kuten aina.
You're late, as always.

Lohi kutee makeassa vedessä.
Salmon lay their eggs in fresh water.

En käyttäydy kuten sinä.
I don't act like you."
0085,enemmän,more,"Vähän enemmän.
A little more.

Tarvitsemme enemmän.
We need more.

Enemmän kahvia?
More coffee?

Enemmän teetä?
More tea?

Söisit enemmän.
You should eat more.

Säästäkää enemmän.
Save more.

Säästä enemmän.
Save more.

Enemmän ääntä.
Louder.

Halusin enemmän.
I wanted more.

Haluan ansaita enemmän.
I'd like to earn more money."
0086,näin,thus,"Näin koalan.
I saw a koala.

Miksihän näin?
I wonder why.

Näin haisunäädän.
I saw a skunk.

Näin tuon.
I saw that.

Näin kaiken.
I saw everything.

Mä näin.
I did see it.

Näin viestin.
I saw the message.

Näin käärmeen.
I saw a snake.

Näin räjähdyksen.
I saw an explosion.

Näin tiedoston.
I saw the file."
0087,enää,any more,"En opeta enää.
I'm not teaching anymore.

Ei sada enää.
It has stopped raining.

En jaksa enää.
I'm tired.

Enää ei sada.
It's not raining anymore.

Ei lauleta enää.
Let's not sing any more.

Ei enää milloinkaan!
Nevermore!

Ei enää ikinä!
Nevermore!

Emme kestä enää!
We can't take it any more!

Ei enää koskaan!
Never again.

Et enää viitsisi!
Give me a break."
0088,jonka,whom,"Valitse maila jonka haluat.
Choose your favorite racket.

Laatikko, jonka löysin, oli tyhjä.
The box, which I had found was empty.

Löysinkin luottokortin, jonka luulin hävittäneeni.
I found my credit card that I thought I'd lost.

Löysin luottokortin, jonka luulin hukanneeni.
I found the credit card I thought I'd lost.

Tarvitsen jonkun, jonka kanssa jutella.
I need someone to talk with.

Onko tämä se, jonka näit?
Is this the one you saw?

Piditkö kuvasta, jonka lähetin sinulle?
Did you like the picture I sent you?

Olet laiskin ihminen, jonka tunnen.
You're the laziest person I know.

Siinä se poika jonka näin eilen.
That's the boy I saw yesterday.

Tämä on kello, jonka ostin eilen.
This is the watch I bought yesterday."
0089,siinä,there,"Odota siinä.
Wait there.

Siinäkö kaikki?
Is that all?

Siinäkö se?
Is that all?

Siinä kylässä.
In the village.

Siinä kaikki.
That's all.

Kuinka siinä kävi?
What was the outcome?

Miten siinä kävi?
What was the outcome?

Mikähän siinä on?
I wonder why.

Käänny siinä oikealle.
Turn right there.

Mikä siinä kiinnostaa?
What is the appeal?"
0090,kertaa,times,"Ekaa kertaako?
First time?

Ensimmäistä kertaa?
First time?

Oksensin kolme kertaa.
I threw up three times.

Yksilönkehitys kertaa lajinkehityksen.
Ontogeny recapitulates phylogeny.

Kutsuin Tomia kaksi kertaa.
I called Tom twice.

Soitin Tomille kaksi kertaa.
I called Tom twice.

Mennään tällä kertaa raamenille.
Let's go out for some ramen sometime soon.

Mennään tällä kertaa karaokeen.
Next time let's go to karaoke.

Yritin monta kertaa uudelleen.
I tried again and again.

Luettehan tuon vielä kertaalleen.
Read it once more, please."
0091,joku,someone,"Pokataan joku.
Let's pick up a chick.

Joku naurahti.
Somebody laughed.

Joku nauroi.
Somebody laughed.

Joku kirkaisi.
Someone screamed.

Joku kirkui.
Someone screamed.

Joku huusi.
Someone screamed.

Joku yski.
Someone coughed.

Joku valehtelee.
Someone is lying.

Joku vastasi.
Somebody answered.

Joku tuli.
Someone came."
0092,vuonna,in,"Valmistuin vuonna 2013.
I graduated in 2013.

Synnyin vuonna 1982.
I was born in 1982.

Synnyin vuonna 1988.
I was born in 1988.

Palaamme ensi vuonna.
We'll be back next year.

Synnyin Kiotossa vuonna 1980.
I was born in Kyoto in 1980.

Opiskelitko ranskaa viime vuonna?
Did you study French last year?

Lincoln salamurhattiin vuonna 1865.
Lincoln was assassinated in 1865.

Kauppa lopetetiin vuonna 2013.
That store closed in 2013.

Lincoln kuoli vuonna 1865.
Lincoln died in 1865.

Aviorikos lakkautettiin vuonna 1947.
The crime of adultery was abolished in 1947."
0093,viime,last,"Tule viimeistään kuudelta.
Come at six o'clock at the latest.

Viimeinkin ambulanssi tuli.
The ambulance has finally arrived.

Milloin viimeksi oksensit?
When was the last time you vomited?

Viimein, bussi pysähtyi.
At last, the bus stopped.

Milloin viimeksi itkit?
When's the last time you cried?

Viime viikolla satoi.
It rained last week.

Tapasimme viime viikolla.
We met last week.

Hän ilmestyi viimein.
He appeared at last.

Milloin viimeksi paastosit?
When was the last time you fasted?

Viimeinkin olemme kahden.
The two of us are finally alone."
0094,hänen,his,"Puhuin hänelle.
I talked to her.

Soitin hänelle.
I called her up.

Lauloin hänelle.
I sang for him.

Tunnetteko hänet?
Do you know her?

Pelästytin hänet.
I scared her.

Tiedän hänet.
I know him.

Kirjoitin hänelle.
I wrote to him.

Kysymme häneltä.
We'll ask him.

Tapatko hänet?
Will you kill him?

Tapoitko hänet?
Did you kill him?"
0095,aikaa,time,"Aikaako tarvitset?
Is it time you need?

Aika ruuhka!
What heavy traffic!

Mihin aikaan?
What time?

Aika ironista.
It's ironic.

Tuhlaat aikaasi.
You are wasting your time.

Aikansa kutakin.
There is a time for everything.

On aika.
It's time.

Pitkästä aikaa!
It's been a long time.

Arvostan aikaasi.
I appreciate your time.

Hyvänen aika!
Omigod!"
0096,tehdä,make,"Tehdään hiekkalinna.
Let's make a sandcastle.

Tehdään sovinto.
Let's bury the hatchet.

Tehdään niin.
Let's do it.

Tehdään se.
Let's do it.

Tehdään parhaamme.
Let's do our best.

Tehdään työmme.
Let's do our job.

Tehdään tämä huolellisesti.
Let's do this carefully.

Saanko tehdä ehdotuksen?
Would you allow me to make a suggestion?

Voinko tehdä ehdotuksen?
Would you allow me to make a suggestion?

Voitte tehdä jotain.
You have agency."
0097,lisäksi,in addition,"Lisäksi.
As well.

Tarvitsemme lisää.
We need more.

Lisää kahvia?
More coffee?

Lisää lihaa.
Add meat.

Lisää majoneesi.
Add the mayonnaise.

Halusin lisää.
I wanted more.

Kerro lisää.
Tell me more.

Lisää teetä?
More tea?

Haluaisitko lisää?
Would you like more?

Lisää kahvia.
More coffee, please."
0098,jopa,even,"Jopa Tomi tiesi.
Even Tom knew.

Jopa äitini tietää.
Even my mom knows.

Jopa Tom hymyili.
Even Tom smiled.

Jopa Tom virnisti.
Even Tom grinned.

Jopa minut päihitettiin.
Even I was defeated.

Jopa lapsi huomaisi eron.
Even a child would see the difference.

Moskiittoja on jopa Kreikassa.
There are mosquitoes even in Greece.

Jopa Kreikassa on moskiittoja.
There are mosquitoes even in Greece.

Jopa Tomi näytti huolestuneelta.
Even Tom looked worried.

Jopa lapsi pystyy siihen.
Even a child can do it."
0099,tuli,fire,"Ambulanssi tuli.
The ambulance has just arrived.

Talvi tuli.
Winter came.

Tuomo tuli.
Tom came.

Tuli seis.
Hold fire.

Ramudu tuli.
Ramudu came.

Jousi tuli.
Spring arrived.

Hän tuli!
She came!

Kevät tuli.
Spring arrived.

Lapsiveteni tuli.
My water broke.

Avatkaa tuli!
Open fire!"
0100,joskus,sometimes,"Nähdään joskus!
Talk to you later.

Kyllä, joskus.
Yes, sometimes.

Nähdään taas joskus.
Until next time.

Nähdään taas joskus!
Talk to you later.

Katson joskus televisiota.
I sometimes watch TV.

Joskus minua pyörryttää.
Sometimes I feel dizzy.

Joskus käteni tärisevät.
Sometimes my hands shake.

Soita minulle joskus.
Call me sometime.

Tulen joskus mustasukkaiseksi.
Sometimes I get jealous.

Tulen joskus kateelliseksi.
Sometimes I get jealous."
0101,minulla,me,"Minun.
Dibs.

Panettelit minua.
You slandered me.

Panettelitte minua.
You slandered me.

Minua paneteltiin.
I was slandered.

Minut irtisanottiin.
We got fired.

Kaipaatko minua?
Do you miss me?

Hylkäsit minut!
You abandoned me!

Kuuletteko minua?
Do you hear me?

Kesyttäkää minut!
Tame me!

Kesytä minut!
Tame me!"
0102,minulle,me,"Minun.
Dibs.

Panettelit minua.
You slandered me.

Panettelitte minua.
You slandered me.

Minua paneteltiin.
I was slandered.

Minut irtisanottiin.
We got fired.

Kaipaatko minua?
Do you miss me?

Hylkäsit minut!
You abandoned me!

Kuuletteko minua?
Do you hear me?

Kesyttäkää minut!
Tame me!

Kesytä minut!
Tame me!"
0103,juuri,just,"Heräsittekö juuri?
Did you just wake up?

Juuri niin.
That's right.

Heräsitkö juuri?
Did you just wake up?

Juuri niin!
Correct!

Istun juuri oluella.
I'm drinking a beer right now.

Olimme juuri kävelyllä.
We just went for a walk.

Pilkkasit juuri minua.
You just mocked me.

Loukkasit juuri minua.
I'm offended.

Palasin juuri äsken.
I've only just come back.

Olen juuri lähdössä.
I'm about to leave."
0104,minun,my,"Minun.
Dibs.

Panettelit minua.
You slandered me.

Panettelitte minua.
You slandered me.

Minua paneteltiin.
I was slandered.

Minut irtisanottiin.
We got fired.

Kaipaatko minua?
Do you miss me?

Hylkäsit minut!
You abandoned me!

Kuuletteko minua?
Do you hear me?

Kesyttäkää minut!
Tame me!

Kesytä minut!
Tame me!"
0105,kuvat,images,"Suurensin kuvat.
I enlarged the photos.

Katsoin kuvaa.
I looked at the picture.

Haluaisin kuvasi.
I would like your picture.

Otatan kuvani.
I'm going to get my picture taken.

Otetaan kuva muistoksi.
Let's take a picture for memory's sake.

Näyttäisitkö minulle kuvat?
Show me the photos, please.

Janni kuvasi lokkia.
Yanni was filming a seagull.

Ota toinen kuva.
Take another picture.

Tomi poisti kuvan.
Tom deleted the picture.

Kaikki hymyilevät kuvassa.
Everyone is smiling in the picture."
0106,pari,couple,"Pari halasi.
The two hugged.

Mikä pari!
What a pair!

Olemme pari.
We're a couple.

Olen parisi.
I'm your partner.

Tilaanpa pari pitsaa.
I'll order two pizzas.

Tuo pari jakkaraa.
Bring a couple of stools.

Hän lähti pariisiin.
She left for Paris.

Missä Pariisi on?
Where is Paris?

Missä on Pariisi?
Where is Paris?

Menen Pariisiin huomenna.
Tomorrow I'm going to Paris."
0107,ihminen,man,"Olen ihminen.
I'm a person.

Olet ihminen.
You are human.

En ole ihminen.
I'm not human.

Olen rehellinen ihminen.
I'm an honest person.

Ihminen on epälooginen.
Humankind is illogical.

Oletko hyvä ihminen?
Are you a good man?

Olet hyvä ihminen.
You are a good person.

Ihminen on kaunis.
The man is handsome.

Minä olen ihminen.
I'm a person.

Rauhoitu hyvä ihminen.
Take it easy."
0108,onneksi,fortunately,"Onnea.
Good luck.

Onnee!
Congratulations!

Onnea!
Congratulations!

Onko valmista?
Is it ready?

Etsimme onnea.
We seek happiness.

Onko ketsuppia?
Is there ketchup?

Onko värikyniä?
Do you have any colored pencils?

On koillistuuli.
The wind is blowing from the northeast.

On lounaistuuli.
The wind is blowing from the southwest.

Onpa tylsää.
That's lame."
0109,noin,about,"Onko noin?
Really?

Tuota noin.
Let me see.

Kuka sanoo noin?
Who says that?

Kuka noin sanoo?
Who says that?

Älä sano noin.
Don't say that.

Ei noin nopeasti!
Not so fast!

Älkää tehkö noin!
Don't do that!

Älä tee noin!
Don't do that!

Tulin noin kuudelta.
I came at about six.

Miksi teet noin?
Why are you doing that?"
0110,vuoden,year,"Vuodet kuluivat.
Years passed.

Seitsemänkymmenenviiden vuoden ajan.
For seventy-five years.

Hyvää vuoden alkua!
Happy New Year!

En tarvitse vuodetta.
I don't need a bed.

Vuodessa on neljä vuodenaikaa.
There are four seasons in a year.

Pelaan tennistä koko vuoden.
I play tennis all year.

Olemme auki ympäri vuoden.
Our company has no holidays year round.

Olin viime vuoden Bostonissa.
I spent last year in Boston.

Sataa paljon läpi vuoden.
There's lots of rain all year.

Vuodessa voi tapahtua paljon.
A lot can happen in a year."
0111,voi olla,may be,"Ei voi olla.
When pigs fly.

Ei voi olla!
It can't be!

Ei voi olla totta.
It cannot be true.

Hän voi olla tuolla.
He may be there.

Hän voi olla siellä.
He may be there.

Treffailu voi olla hämmentävää.
Dating can be confusing.

Deittailu voi olla hämmentävää.
Dating can be confusing.

Se voi olla vaarallista.
That may be dangerous.

Rahoitus voi olla riittämätön.
The funding could be inadequate.

Tämä voi olla ansa.
This could be a trap."
0112,olivat,were,"Pavut olivat herkullisia.
The beans were delicious.

Vartiotornit olivat tyhjät.
The guard towers were empty.

Tulokset olivat erinomaisia.
The results were outstanding.

Litiumtasosi oliva alhaiset.
Your lithium levels were low.

He olivat voitokkaita.
They were victorious.

Pylväät olivat marmorisia.
The columns were made of marble.

Kouluarvosanani olivat keskimääräisiä.
My school grades were average.

Kaikki olivat sanattomia.
Everyone was speechless.

Hurraahuudot olivat kuurouttavia.
The cries of hurray were deafening.

Juhlat olivat jymymenestys.
The party was such a great success."
0113,tätä,this,"Tarvitsetko tätä?
Do you need this?

Haluatko tätä?
Do you need this?

Syötkö tätä?
Are you going to eat this?

Siirretään tätä.
Let's move this.

Maistakaa tätä.
Taste this.

Tarvitsette tätä.
You need this.

Tätä särkee.
It hurts here.

Tätä tietä.
This way.

Pidelkää tätä!
Hold this.

Pitele tätä!
Hold this."
